#score	card name	comments
0.173717	Mana Crypt	comment
0.172966	Crime // Punishment	comment
0.172398	Augur of Skulls	comment
0.172046	The Tabernacle at Pendrell Vale	comment
0.172046	Smokestack	comment
0.169752	Goblin King	comment
0.16942	Flames of the Blood Hand	comment
0.167913	Gleeful Sabotage	comment
0.167608	Forbidden Orchard	comment
0.167475	Goblin Legionnaire	comment
0.167368	Profane Command	comment
0.167002	Fertile Ground	comment
0.165355	Aether Burst	comment
0.164236	Paladin en-Vec	implemented
0.163808	Sedraxis Alchemist	comment
0.162762	Steward of Valeron	implemented
0.16253	Time Vault	comment
0.162346	Goblin Artillery	implemented
0.162064	Voidslime	comment
0.162064	Simic Signet	comment
0.161294	Gilt-Leaf Palace	comment
0.160022	Windborn Muse	comment
0.159882	Ingot Chewer	comment
0.157982	Hypergenesis	comment
0.157722	Gargoyle Castle	comment
0.157685	Festercreep	comment
0.157222	Journey of Discovery	comment
0.157034	Murderous Redcap	implemented
0.155823	Vivid Grove	implemented
0.155736	Silver Knight	implemented
0.155678	Vampire Hounds	comment
0.155678	Tortured Existence	comment
0.155678	Grave Scrabbler	comment
0.155678	Golgari Brownscale	comment
0.155365	Isochron Scepter	comment
0.154222	Wurmskin Forger	comment
0.154222	Viridian Joiner	comment
0.154222	Titanium Golem	comment
0.154222	Tel-Jilad Exile	comment
0.154222	Tel-Jilad Chosen	comment
0.154222	Slith Bloodletter	comment
0.154222	Predator's Strike	comment
0.154222	Ogre Leadfoot	comment
0.154222	Neurok Hoversail	comment
0.154222	Needlebug	comment
0.154222	Molder Slug	comment
0.154222	Incite War	comment
0.154222	Goblin War Wagon	comment
0.154222	Fists of the Anvil	implemented
0.154222	Farsight Mask	comment
0.154222	Duskworker	comment
0.154222	Disarm	comment
0.154222	Deconstruct	comment
0.154222	Dead-Iron Sledge	comment
0.154222	Clockwork Beetle	comment
0.154222	Battlegrowth	comment
0.154222	Alpha Myr	implemented
0.154102	Golgari Grave-Troll	comment
0.154039	Capsize	comment
0.153382	Loxodon Warhammer	implemented
0.153158	Maelstrom Nexus	comment
0.152831	Tendrils of Agony	comment
0.151573	Weathered Wayfarer	comment
0.150089	Sarkhan Vol	comment
0.147782	Virulent Sliver	comment
0.146963	Barbed Lightning	comment
0.145554	Teferi's Response	comment
0.144323	Heart of Ramos	comment
0.143581	Winter Orb	comment
0.142603	Hammerhead Shark	comment
0.142238	Stalking Stones	comment
0.141192	Okiba-Gang Shinobi	comment
0.140884	Ill-Gotten Gains	comment
0.139797	Consume Spirit	comment
0.139385	Whispers of the Muse	comment
0.139385	Rootwater Hunter	comment
0.139385	Legacy's Allure	comment
0.138061	Shinen of Life's Roar	comment
0.137795	Gush	comment
0.137128	Otherworldly Journey	comment
0.13688	Fungal Reaches	comment
0.134935	Pale Recluse	comment
0.134817	Eiganjo Castle	comment
0.13366	Thwart	comment
0.133321	Pillar of the Paruns	comment
0.133314	Deny Reality	comment
0.132374	Aven Riftwatcher	comment
0.132261	Misdirection	comment
0.130493	Balance	comment
0.129699	Land Tax	comment
0.129204	Deft Duelist	implemented
0.129103	Sakashima the Impostor	comment
0.128024	Kodama's Reach	comment
0.126098	Lone Missionary 	comment
0.125798	Golgari Rot Farm	comment
0.124857	Spike Weaver	comment
0.124016	Undermine	implemented
0.122075	Martyr of Sands	comment
0.121174	Pendelhaven	comment
0.120636	Ideas Unbound	comment
0.120482	Krosan Verge	comment
0.119957	Insight	comment
0.119957	Gods' Eye, Gate to the Reikai	comment
0.118951	Caves of Koilos	comment
0.117824	Dismiss	comment
0.1177	Volcanic Hammer	comment
0.116119	Grixis Charm	comment
0.116055	Gemstone Caverns	comment
0.115828	Birchlore Rangers	comment
0.115283	Leaf Gilder	comment
0.115038	Exalted Angel	comment
0.114435	Tsabo's Web	comment
0.114004	Ethereal Usher	comment
0.113592	Regrowth	comment
0.113549	Akrasan Squire	implemented
0.113419	Carpet of Flowers	comment
0.113122	Krosan Tusker	comment
0.113055	Vitu-Ghazi, the City-Tree	comment
0.113055	Selesnya Guildmage	comment
0.112845	Innocent Blood	comment
0.112328	Timetwister	comment
0.112328	Library of Alexandria	comment
0.111937	Arc-Slogger	comment
0.111513	Kamahl, Fist of Krosa	comment
0.111452	Essence Warden	comment
0.110654	Thornling	comment
0.110356	Glaze Fiend	comment
0.110292	Honorable Passage	comment
0.11017	Furnace Dragon	comment
0.109751	Mind Twist	comment
0.109511	Magnivore	comment
0.109502	Ray of Revelation	comment
0.108593	Wax // Wane	comment
0.108487	The Abyss	comment
0.108205	Mirror Entity	implemented
0.107834	Fleshbag Marauder	comment
0.107777	Soltari Monk	comment
0.106995	Devoted Druid	comment
0.106661	Death Cloud	comment
0.106328	Giant Tortoise	comment
0.106328	Attunement	comment
0.105265	Verdeloth the Ancient	comment
0.105265	Thelonite Hermit	comment
0.105265	Nantuko Monastery	comment
0.105265	Molimo, Maro-Sorcerer	comment
0.105265	Llanowar Reborn	comment
0.105265	Hunting Moa	comment
0.105265	Heroes' Reunion	implemented
0.105265	Forgotten Ancient	comment
0.105063	Convincing Mirage	comment
0.104401	Wellwisher	comment
0.104212	Yawgmoth's Bargain	comment
0.104212	Whetstone	comment
0.104212	Snake Basket	comment
0.104212	Pattern of Rebirth	comment
0.104212	Parallax Wave	comment
0.104212	Light of Day	comment
0.104212	Aura Fracture	comment
0.104153	Goblin Razerunners	comment
0.103561	Chimeric Idol	comment
0.103161	Yavimaya Coast	comment
0.103025	Bridge from Below	comment
0.102558	Spinerock Knoll	comment
0.102105	Maelstrom Archangel	comment
0.101185	Dispeller's Capsule	comment
0.100608	Taurean Mauler	implemented
0.100275	Pollen Lullaby	comment
0.10024	Wretched Banquet	comment
0.0991672	Elves of Deep Shadow	comment
0.0987457	Intimidation Bolt	comment
0.0981523	Bonesplitter	implemented
0.0980187	Waterfront Bouncer	comment
0.0973459	Concentrate	comment
0.0967991	Griffin Sentinel	implemented
0.0962831	Glorious Charge	implemented
0.0954871	Knotvine Paladin	comment
0.0949659	Elvish Branchbender	comment
0.0930432	Shadow Sliver	comment
0.0930432	Reflex Sliver	comment
0.0930432	Mesmeric Sliver	comment
0.0930432	Homing Sliver	comment
0.0928626	Karma	comment
0.0927486	Children of Korlis	comment
0.092443	Valeron Outlander	implemented
0.092312	Captain of the Watch	implemented
0.0920773	Lobotomy	comment
0.0914484	Whipcorder	comment
0.0914484	Suntail Hawk	implemented
0.0914484	Stonecloaker	comment
0.0914484	Soltari Trooper	comment
0.0914484	Soltari Foot Soldier	comment
0.0914484	Soltari Champion	comment
0.0914484	Rune of Protection: Red	comment
0.0914484	Ronom Unicorn	comment
0.0914484	Pianna, Nomad Captain	comment
0.0914484	Mistral Charger	implemented
0.0914484	Knight of the Holy Nimbus	comment
0.0914484	Kami of Ancient Law	comment
0.0914484	Griffin Guide	implemented
0.0914484	Grafted Wargear	comment
0.0914484	Goldmeadow Harrier	comment
0.0914484	Empyrial Plate	comment
0.0914484	Divine Sacrament	comment
0.0914484	Crusade	comment
0.0914484	Beckon Apparition	comment
0.0914484	Azorius Guildmage	comment
0.0914484	Ankh of Mishra	comment
0.0914484	Amrou Scout	comment
0.0899447	Hurkyl's Recall	comment
0.0897174	Faith's Fetters	comment
0.0896286	Slith Ascendant	comment
0.0896286	Rustspore Ram	comment
0.0896286	Rustmouth Ogre	comment
0.0896286	Roar of the Kha	comment
0.0896286	Pteron Ghost	comment
0.0896286	Oxidda Golem	comment
0.0896286	Grab the Reins	comment
0.0896286	Emissary of Hope	comment
0.0896286	Auriok Transfixer	comment
0.0889202	Fracturing Gust	comment
0.0888144	Wind Drake	implemented
0.0885852	Civic Wayfinder	comment
0.0879966	Dryad Sophisticate	comment
0.0877878	Mind Funeral	comment
0.0870341	Lightning Rift	comment
0.0861463	Reliquary Tower	comment
0.0858654	Kodama of the North Tree	implemented
0.0853026	Puppeteer Clique	implemented
0.0850696	Mad Auntie	comment
0.0849652	Distress	comment
0.0846477	Blitz Hellion	comment
0.0845005	Sliver Queen	comment
0.0844676	Hokori, Dust Drinker	comment
0.0843775	Tithe	comment
0.0843174	Mikokoro, Center of the Sea	comment
0.0838013	Mesa Enchantress	comment
0.0834216	Snakeform	comment
0.0826873	Sanctum Gargoyle	comment
0.0823679	Steelshaper's Gift	comment
0.0818506	Erratic Mutation	comment
0.08159	Obelisk of Alara	comment
0.081476	Veteran Swordsmith	comment
0.0811335	Monstrous Carabid	comment
0.0810362	Flowstone Embrace	comment
0.0810125	Hindering Light	comment
0.0806239	Sinew Sliver	comment
0.08049	Barren Moor	comment
0.0798388	Golgari Thug	comment
0.0794988	Shelldock Isle	comment
0.0794988	Sanity Grinding	comment
0.0792303	Probe	comment
0.0781807	Ichorid	comment
0.0779101	Ensnaring Bridge	comment
0.0778391	Gorgon Recluse	comment
0.0778391	Brain Gorgers	comment
0.076308	Terminal Moraine	comment
0.0761997	Akroma, Angel of Wrath	implemented
0.0761616	Beseech the Queen	comment
0.0756042	Sygg, River Guide	comment
0.0750273	Timberwatch Elf	comment
0.0749621	Zombie Outlander	implemented
0.0740662	Sharuum the Hegemon	comment
0.0739916	Grixis Panorama	comment
0.0737216	Llanowar Empath	comment
0.0733079	Wort, the Raidmother	comment
0.0733079	Spore Flower	comment
0.0733079	Sakiko, Mother of Summer	comment
0.0733079	Psionic Gift	comment
0.0733079	Mother of Goons	comment
0.0733079	Lifegift	comment
0.0733079	Grandmother Sengir	comment
0.0733079	Gift of the Woods	comment
0.0733079	Gift of the Deity	comment
0.0733079	Gift of Granite	comment
0.0733079	Gift of Estates	comment
0.0733079	Flowering Field	comment
0.0733079	Dragon Broodmother	comment
0.0733079	Child of Thorns	comment
0.0733079	Child of Alara	comment
0.0733079	Childhood Horror	comment
0.0733079	Abbey Matron	comment
0.0732694	Glorious Anthem	implemented
0.0732601	Viscera Dragger	comment
0.0731517	Knight-Captain of Eos	comment
0.0730432	Torture Chamber	comment
0.0725275	Cerodon Yearling	implemented
0.0721408	Circular Logic	comment
0.0718522	Veteran Armorsmith	comment
0.0715584	Mycoloth	comment
0.0712817	Vodalian Merchant	comment
0.0712817	Static Orb	comment
0.0712817	Opposition	comment
0.0712817	Merfolk of the Pearl Trident	implemented
0.0708078	Illusions of Grandeur	comment
0.070706	Esper Stormblade	implemented
0.0704535	Hinder	comment
0.0704192	Spirit of the Night	comment
0.0704192	Spike Hatcher	comment
0.0703733	Mycoid Shepherd	implemented
0.0701605	Demonic Dread	comment
0.0701496	Bloom Tender	comment
0.0700885	Crypt Rats	comment
0.0698923	Sickening Shoal	comment
0.0698267	Molten Rain	comment
0.0698225	Jhessian Infiltrator	implemented
0.0696923	Thalakos Drifters	comment
0.0696923	Ertai, Wizard Adept	comment
0.0694336	Ignite Disorder	comment
0.0693057	Rain of Tears	comment
0.0683577	Flashfires	comment
0.0681932	Hideous Laughter	comment
0.0680644	Sygg, River Cutthroat	comment
0.0676004	River Kaijin	implemented
0.0676004	Jushi Apprentice	comment
0.0676004	Hisoka's Defiance	comment
0.0675733	Divine Verdict	comment
0.0674884	Illusionary Servant	comment
0.0671057	Resounding Thunder	comment
0.0669352	Heartmender	comment
0.0669244	Assault // Battery	comment
0.0668782	Primalcrux	comment
0.0666814	Goblin Charbelcher	comment
0.0665846	Dwarven Miner	comment
0.0665059	Madrush Cyclops	implemented
0.0664427	Vampire Aristocrat	comment
0.0662551	Petrified Field	comment
0.0662551	Bazaar of Baghdad	comment
0.0662037	Scattershot Archer	implemented
0.0660022	Jund Hackblade	implemented
0.0659299	Yosei, the Morning Star	comment
0.0658199	Lonely Sandbar	comment
0.0655926	Wrap in Vigor	implemented
0.0655926	Distant Melody	comment
0.0650541	Shorecrasher Mimic	comment
0.0649047	Rakdos Pit Dragon	comment
0.0646303	Spellbreaker Behemoth	comment
0.0644647	Nyxathid	comment
0.0644554	Goblin Sledder	comment
0.0642873	Wipe Clean	comment
0.0642873	Starstorm	comment
0.0637752	Massacre	comment
0.0636444	Zombie Infestation	comment
0.0636444	Buried Alive	comment
0.0634954	Squee, Goblin Nabob	comment
0.0633106	Essence Sliver	comment
0.0633057	Eyes of the Wisent	comment
0.0632375	Ink-Eyes, Servant of Oni	comment
0.0631443	Donate	comment
0.0625532	Pulse of the Forge	comment
0.0623779	Stronghold Zeppelin	comment
0.0623779	Stinging Barrier	comment
0.0623779	Seal of Removal	comment
0.0623779	Rising Waters	comment
0.0623779	Eye of Ramos	comment
0.0623779	Drake Hatchling	comment
0.0617944	Rite of Consumption	comment
0.0617309	Suq'Ata Firewalker	comment
0.0615539	Man-o'-War	implemented
0.0615384	Kokusho, the Evening Star	implemented
0.0614703	Sapphire Medallion	comment
0.0611478	Wispmare	comment
0.0611366	Nimbus Maze	comment
0.0610256	Echoing Decay	comment
0.0597117	Caldera Hellion	comment
0.0586172	Accumulated Knowledge	comment
0.0581592	Volcanic Submersion	comment
0.0576882	Sparksmith	comment
0.0575535	Wirewood Herald	comment
0.0570697	Empyrial Archangel	implemented
0.0566962	Soul Manipulation	comment
0.0564134	Savor the Moment	comment
0.0564098	Mogg Raider	comment
0.056093	Battlegrace Angel	implemented
0.0560418	Talara's Battalion	comment
0.0559902	Ethersworn Shieldmage	comment
0.0558857	Rainbow Efreet	comment
0.0558493	Echoing Ruin	comment
0.0557521	Chaotic Backlash	comment
0.0557302	Jund Panorama	comment
0.0556358	Dream Fracture	comment
0.0552659	Raven's Crime	comment
0.0550794	Sage's Dousing	comment
0.054989	Ravenous Baloth	implemented
0.0542259	Spellbound Dragon	comment
0.0542166	Holy Day	comment
0.0539678	Shizo, Death's Storehouse	comment
0.0538888	Lifelink	comment
0.0538888	Bramble Creeper	comment
0.0537444	Tidehollow Strix	implemented
0.0536581	Horobi's Whisper	comment
0.0535824	Flamekin Harbinger	comment
0.053521	Jade Leech	comment
0.0534613	Mana Maze	comment
0.0534454	Rith's Grove	comment
0.0531438	Char	implemented
0.0531121	Manta Riders	comment
0.0530243	Unmake	implemented
0.0528206	Chittering Rats	comment
0.0522506	Incendiary Command	comment
0.0521179	Telekinetic Sliver	comment
0.0521179	Screeching Sliver	comment
0.0521179	Poultice Sliver	comment
0.0521179	Lymph Sliver	comment
0.0521179	Bonesplitter Sliver	comment
0.0520891	Glacial Chasm	comment
0.0520552	Sarcomancy	comment
0.0520552	Dauthi Slayer	comment
0.0520552	Dauthi Horror	comment
0.0520552	Carnophage	comment
0.0517485	Counterbalance	comment
0.0517297	Viashino Slaughtermaster	comment
0.0516988	Chromatic Star	comment
0.0515346	Smokebraider	comment
0.0515346	Primal Beyond	comment
0.0515346	Incandescent Soulstoke	comment
0.0515346	Horde of Notions	comment
0.0513576	Sunlance	comment
0.0513035	Heart Sliver	comment
0.0510193	Rime Dryad	comment
0.0510193	Old Fogey	comment
0.0510193	Livonya Silone	comment
0.0510193	Legions of Lim-Dul	comment
0.0510193	Hurloon Wrangler	comment
0.0510193	Desert Nomads	comment
0.0510193	Barbarian Guides	comment
0.0510193	Ayumi, the Last Visitor	comment
0.0507003	Disrupting Shoal	comment
0.0507003	Consuming Vortex	comment
0.0507003	Azami, Lady of Scrolls	comment
0.0505908	Elvish Champion	comment
0.050362	Skycloud Expanse	comment
0.0501933	Two-Headed Dragon	comment
0.0500758	Colossal Might	implemented
0.0495364	Dross Golem	comment
0.0495363	Clarion Ultimatum	comment
0.04932	Deadly Recluse	implemented
0.0492328	Mana Vault	comment
0.0491944	Luminescent Rain	comment
0.0491944	Commune with Nature	comment
0.0491822	Temple of the False God	comment
0.0491594	Coffin Purge	comment
0.0491057	Druid of the Anima	comment
0.0490283	Breakthrough	comment
0.0485542	Darkheart Sliver	comment
0.0485188	Silent Specter	comment
0.0485188	Shimian Specter	comment
0.0485188	Needle Specter	comment
0.0485188	Hollow Specter	comment
0.0485188	Entropic Specter	comment
0.0485188	Abyssal Specter	comment
0.0484847	Wall of Faith	comment
0.0477333	Contamination	comment
0.0476592	Esper Panorama	comment
0.0475802	Snapping Drake	implemented
0.0475	Greater Good	comment
0.0464169	Coat of Arms	comment
0.0463156	Pernicious Deed	comment
0.0458524	Relearn	comment
0.0457704	Hellkite Overlord	implemented
0.0456795	Trial // Error	comment
0.0454169	Ember Weaver	comment
0.0445488	Duergar Hedge-Mage	comment
0.044491	Intimidator Initiate	comment
0.0444906	Galepowder Mage	comment
0.044485	Vithian Renegades	comment
0.0443995	Keeper of Progenitus	comment
0.0437784	Piracy Charm	comment
0.0437354	Wirewood Hivemaster	comment
0.0436052	Goryo's Vengeance	comment
0.0435008	Hoofprints of the Stag	comment
0.0433062	Unmask	comment
0.0432239	Earthcraft	comment
0.0431624	Skirk Prospector	comment
0.043111	Defense of the Heart	comment
0.0430064	Rites of Initiation	comment
0.0430064	Mudbutton Clanger	comment
0.0430064	Drooling Ogre	comment
0.0430064	Akki Avalanchers	comment
0.0425902	Opportunity	comment
0.0425167	Volrath's Stronghold	comment
0.0421505	Elsewhere Flask	comment
0.0419387	Null Rod	comment
0.0418928	Careful Consideration	comment
0.0413117	Crystal Vein	comment
0.0412248	Shield of the Oversoul	comment
0.0410005	Pulse of the Fields	comment
0.0409445	Vengeful Rebirth	comment
0.0409253	Veiling Oddity	comment
0.0409253	Sliversmith	comment
0.0409253	Shivan Meteor	comment
0.0409253	Orcish Cannonade	comment
0.0409253	Momentary Blink	comment
0.0409253	Knight of Sursi	comment
0.0409253	Judge Unworthy	comment
0.040516	All Suns' Dawn	comment
0.0404896	Filigree Fracture	comment
0.0401109	Verdant Embrace	comment
0.0401109	Serene Heart	comment
0.0401109	Nature's Kiss	comment
0.0401109	Moss Diamond	comment
0.0401109	Infused Arrows	comment
0.0401109	Heart Wolf	comment
0.0401109	Heart Warden	comment
0.0401109	Heartstone	comment
0.0401109	Heartseeker	comment
0.0401109	Heart of Yavimaya	comment
0.0401109	Heart of Bogardan	comment
0.0401109	Heartbeat of Spring	comment
0.0401109	Gaea's Embrace	comment
0.0401109	Blood Lust	comment
0.0398341	Waterspout Djinn	comment
0.0397081	Skred	comment
0.0396986	Muscle Sliver	comment
0.0396502	Salvage Titan	comment
0.0396502	Etherium Sculptor	comment
0.0396048	Heap Doll	comment
0.0393731	Weird Harvest	comment
0.0390414	Sphere of Resistance	comment
0.0390414	Hatred	comment
0.0389088	Angel's Mercy	comment
0.0388081	Elvish Harbinger	comment
0.0388081	Drove of Elves	comment
0.0387609	Flame-Kin Zealot	implemented
0.0385178	Righteousness	comment
0.0385052	Toils of Night and Day	comment
0.0385052	Magister Sphinx	comment
0.0384048	Phosphorescent Feast	comment
0.0381451	Goblin Trenches	comment
0.0381451	Aegis of Honor	comment
0.0381202	Jawbone Skulkin	comment
0.0381155	Orzhov Basilica	comment
0.0379643	Ohran Viper	comment
0.0377362	Lys Alana Huntmaster	comment
0.0375435	Jungle Weaver	comment
0.0374244	Dwarven Blastminer	comment
0.0373616	Pure // Simple	comment
0.0373376	Evacuation	implemented
0.0373186	Eyeblight's Ending	comment
0.0372073	Sulfuric Vortex	comment
0.0370688	Fellwar Stone	comment
0.0370063	Shivan Oasis	comment
0.0369821	Gilded Light	comment
0.0369095	Pox	comment
0.0364554	Puncture Blast	implemented
0.0357323	Rustic Clachan	comment
0.0356409	Wash Out	comment
0.0356409	Darting Merfolk	comment
0.0355508	Dust Bowl	comment
0.0355258	Burning-Tree Shaman	comment
0.0352216	Kjeldoran Outpost	comment
0.0351353	Stuffy Doll	implemented
0.0349319	Wolf-Skull Shaman	comment
0.0348868	Jenara, Asura of War	comment
0.0348235	Nip Gwyllion	implemented
0.0347799	Aether Spellbomb	comment
0.0346129	Goblin Vandal	comment
0.0344752	Frenetic Efreet	comment
0.0344482	Troll Ascetic	implemented
0.034417	Quirion Dryad	comment
0.0341755	Makeshift Mannequin	comment
0.0341274	Boseiju, Who Shelters All	comment
0.0339322	Woolly Spider	comment
0.0339322	Giant Trap Door Spider	comment
0.0338957	Jackal Familiar	comment
0.0338002	Squelch	comment
0.0338002	Minamo's Meddling	comment
0.0338002	Journeyer's Kite	comment
0.0336773	Castigate	comment
0.0335047	Tempest of Light	comment
0.0335047	Rhox Pikemaster	comment
0.0334513	Farhaven Elf	comment
0.0334513	Elvish Warrior	implemented
0.0333344	Razorfoot Griffin	implemented
0.033247	Soulless Revival	comment
0.0330767	Miren, the Moaning Well	comment
0.0327835	Wood Elves	comment
0.0327166	Okina, Temple to the Grandfathers	comment
0.0324947	Demonfire	comment
0.0324683	Wear Away	comment
0.0321957	Tarfire	comment
0.0321436	Oblation	comment
0.0321436	Decree of Annihilation	comment
0.0321332	Traumatic Visions	comment
0.0319153	Blood Knight	implemented
0.0319022	Wall of Fire	comment
0.0318731	Rip-Clan Crasher	implemented
0.0318222	Krovikan Horror	comment
0.0318041	Peppersmoke	comment
0.0317576	Sinkhole	comment
0.0316583	Levitation	implemented
0.0316533	Frenzied Goblin	implemented
0.0315111	Weakness	implemented
0.0315111	Seismic Strike	comment
0.0311991	Hide // Seek	comment
0.0311889	Bribery	comment
0.0311398	Spinning Darkness	comment
0.0308716	Everlasting Torment	comment
0.0308579	Stalking Yeti	comment
0.0308431	Goblin Ski Patrol	comment
0.0307692	Hana Kami	comment
0.0305583	Straw Golem	comment
0.0305583	Lava Hounds	comment
0.0302545	Waveskimmer Aven	implemented
0.02996	Disorient	comment
0.02996	Bountiful Harvest	comment
0.0298815	Shard Phoenix	comment
0.0296901	Contested Cliffs	comment
0.02967	Web	comment
0.02967	Venerable Kumo	comment
0.02967	Tangle Spider	implemented
0.02967	Steam Spitter	comment
0.02967	Spitting Spider	comment
0.02967	Spidersilk Armor	comment
0.02967	Spider Climb	comment
0.02967	Silklash Spider	comment
0.02967	Root Spider	comment
0.02967	Rib Cage Spider	comment
0.02967	Plated Spider	comment
0.02967	Pincer Spider	comment
0.02967	Penumbra Spider	comment
0.02967	Orbweaver Kumo	comment
0.02967	Needlepeak Spider	implemented
0.02967	Juvenile Gloomwidow	implemented
0.02967	Hidden Spider	comment
0.02967	Goliath Spider	implemented
0.02967	Gloomwidow's Feast	comment
0.02967	Gloomwidow	implemented
0.02967	Frostweb Spider	comment
0.02967	Canopy Spider	implemented
0.02967	Arachnoid	implemented
0.02967	Aquastrand Spider	comment
0.02967	Ancient Spider	implemented
0.02967	Aether Web	comment
0.0293733	Wirewood Lodge	comment
0.0293733	Wirewood Channeler	comment
0.0293733	Winding Canyons	comment
0.0293733	Whiteout	comment
0.0293733	Wall of Ice	comment
0.0293733	Voice of the Woods	comment
0.0293733	Tribal Forcemage	comment
0.0293733	Toymaker	comment
0.0293733	Thermopod	comment
0.0293733	Stone-Cold Basilisk	comment
0.0293733	Squee's Toy	comment
0.0293733	Skyshroud Poacher	comment
0.0293733	Rimescale Dragon	comment
0.0293733	Rimehorn Aurochs	comment
0.0293733	Panglacial Wurm	comment
0.0293733	Ohran Yeti	comment
0.0293733	Lys Alana Bowmaster	comment
0.0293733	Kyren Toy	comment
0.0293733	Krosan Drover	comment
0.0293733	Jagged-Scar Archers	comment
0.0293733	Into the North	comment
0.0293733	Immaculate Magistrate	comment
0.0293733	Highland Weald	comment
0.0293733	Heedless One	comment
0.0293733	Goblin Snowman	comment
0.0293733	Gempalm Strider	comment
0.0293733	Frost Ogre	implemented
0.0293733	Elvish Piper	comment
0.0293733	Elf Replica	comment
0.0293733	Craw Giant	comment
0.0293733	Centaur Omenreader	comment
0.0293733	Blizzard	comment
0.0293733	Arcum's Weathervane	comment
0.0293733	Arcum's Sleigh	comment
0.0293733	Arctic Wolves	comment
0.0292821	Rush of Knowledge	comment
0.0292258	Soul Bleed	comment
0.0291706	Esperzoa	comment
0.0290701	Farseek	comment
0.0288789	Street Wraith	comment
0.0286645	Magebane Armor	comment
0.0283692	Scepter of Fugue	comment
0.0280212	Savage Twister	implemented
0.0280212	Lavalanche	comment
0.0280212	Hit // Run	comment
0.0279246	Talisman of Impulse	comment
0.0277439	Tower Gargoyle	implemented
0.0277402	Death Denied	comment
0.0276761	Elvish Promenade	comment
0.0276022	Duergar Assailant	comment
0.027353	Scorched Rusalka	comment
0.0270864	Memory Jar	comment
0.0268408	Chord of Calling	comment
0.0268243	Knight of New Alara	comment
0.0263293	Squirrel Nest	comment
0.0260641	Edge of Autumn	comment
0.0260226	Martyr of Ashes	comment
0.0259586	Magus of the Scroll	comment
0.0258849	Winged Sliver	comment
0.0258849	Crystalline Sliver	comment
0.0255038	Boros Garrison	comment
0.0254236	Crib Swap	comment
0.0251919	Boom // Bust	comment
0.0250885	Essence Drain	comment
0.0250885	Elvish Eulogist	comment
0.0250431	Shadow Guildmage	comment
0.0250063	Sidewinder Sliver	comment
0.0250063	Plated Sliver	comment
0.0249939	Vine Trellis	implemented
0.0249939	Vernal Bloom	comment
0.0249939	Tooth and Nail	comment
0.024752	Soul's Fire	comment
0.0247469	Withered Wretch	comment
0.0244965	Burning Wish	comment
0.0243229	Fire-Field Ogre	comment
0.0243082	Rorix Bladewing	implemented
0.0242515	Yavimaya Barbarian	implemented
0.0242515	Utopia Tree	comment
0.0242515	Thornscape Familiar	comment
0.0242515	Shivan Wurm	implemented
0.0242515	Kavu Titan	implemented
0.024181	Kathari Remnant	comment
0.0241402	Annul	comment
0.0240855	Spitebellows	comment
0.024009	Shambling Remains	comment
0.024009	Rotting Rats	comment
0.0238471	Prismatic Lens	comment
0.0236069	Control Magic	comment
0.0235389	Night's Whisper	comment
0.0235312	Sudden Impact	comment
0.0235312	Kami of the Crescent Moon	comment
0.0235312	Eye of Nowhere	comment
0.0235312	Exhaustion	implemented
0.0235312	Ebony Owl Netsuke	comment
0.0230776	Firestorm	comment
0.0229187	Kaervek's Torch	comment
0.0229187	Goblin Digging Team	comment
0.0228398	Malfegor	comment
0.022604	Titanic Ultimatum	implemented
0.022604	Knotvine Mystic	comment
0.0225645	Exile	comment
0.0223926	Enigma Sphinx	comment
0.0223853	Spined Sliver	comment
0.022378	Cloudpost	comment
0.0222955	Flood Plain	comment
0.0222118	Hibernation Sliver	comment
0.0219832	Exclude	comment
0.0219337	Thistledown Liege	comment
0.0213858	Mudbrawler Cohort	comment
0.0212951	Arcanis the Omnipotent	implemented
0.021241	Oversold Cemetery	comment
0.021222	Selesnya Sanctuary	comment
0.0209687	Sundering Titan	comment
0.0209403	Planar Void	comment
0.0208577	Parasitic Strix	comment
0.0208415	Voice of All	comment
0.0206491	Scab-Clan Mauler	comment
0.0205413	Goblin Bombardment	comment
0.0203849	Marsh Flitter	comment
0.019867	Sun Droplet	comment
0.0197013	Nucklavee	comment
0.0196499	Emerald Oryx	implemented
0.0196015	Mistmeadow Witch	comment
0.0195143	Batwing Brume	comment
0.0194527	Wren's Run Packmaster	comment
0.0194408	Kami of False Hope	comment
0.0194408	Guardian of the Guildpact	implemented
0.0194408	Grim Harvest	comment
0.0193342	Kumano, Master Yamabushi	comment
0.0192589	Sparkmage Apprentice	comment
0.0192589	Regenerate	comment
0.0192589	Lightning Elemental	implemented
0.0192589	Centaur Courser	implemented
0.0191967	Blistering Firecat	comment
0.019186	Sigil Blessing	implemented
0.0191618	Crovax, Ascendant Hero	comment
0.0190196	Izzet Boilerworks	comment
0.0189977	Genesis	comment
0.0189347	Jolrael's Centaur	comment
0.0189096	Oona, Queen of the Fae	comment
0.0188799	Future Sight	comment
0.0188643	Seal of Primordium	comment
0.0187454	Reap and Sow	comment
0.0186768	Lash Out	comment
0.0186747	Scathe Zombies	implemented
0.0186747	Raging Bull	comment
0.0186747	Pearled Unicorn	comment
0.0186747	Gray Ogre	comment
0.0186747	Goblin Hero	comment
0.0185388	Harmonic Sliver	comment
0.018488	Flame Jab	comment
0.0184032	Knight of Stromgald	comment
0.0183835	Mana Short	comment
0.0183666	Faceless Butcher	comment
0.018315	Jhessian Zombies	comment
